NND_ID,HL_LOC,NND_LABEL,FROM_UNIQUE_ID,FROM_QUESTION_NM,FROM_CODE_SET_NM,CONCEPT_CD,CONCEPT_PREFERRED_NM,FROM_CODE,FROM_DISPLAY_NM,NBS_CLASS_CD,TO_UNIQUE_ID,TO_QUESTION_NM,TO_CODE_SET_NM,TO_CODE,TO_DISPLAY_NM,NOTES,,,
STD108,OBX-3.0,Had sex with a female within past 12 months,STD108,Had Sex with Female Past 12 Months,HAD_SEX_WITH_YOUNRD,Y,Yes,U,"U - Yes, Unspecified",CODE_VALUE_GENERAL,Had sex with a female within past 12 months?,Had sex with a female within past 12 months?,Had sex with a female within past 12 months?,Y,Yes,,,,"INSERT INTO LOOKUP_NNDLookup (NND_ID, HL_LOC, NND_LABEL, FROM_UNIQUE_ID, FROM_QUESTION_NM, FROM_CODE_SET_NM, CONCEPT_CD, CONCEPT_PREFERRED_NM, FROM_CODE, FROM_DISPLAY_NM, NBS_CLASS_CD, TO_UNIQUE_ID, TO_QUESTION_NM, TO_CODE_SET_NM, TO_CODE, TO_DISPLAY_NM, NOTES) VALUES ('STD108', 'OBX-3.0', 'Had sex with a female within past 12 months', 'STD108', 'Had Sex with Female Past 12 Months', 'HAD_SEX_WITH_YOUNRD', 'Y', 'Yes', 'U', 'U - Yes, Unspecified', 'CODE_VALUE_GENERAL', 'Had sex with a female within past 12 months?', 'Had sex with a female within past 12 months?', 'Had sex with a female within past 12 months?', 'Y', 'Yes', '');"
STD109,OBX-3.0,Had sex with an anonymous partner within past 12 months,STD109,Had Sex with Anonymous Partner Past 12 Months,HAD_SEX_WITH_YOUNRD,Y,Yes,O,"O - Yes, Oral Only",CODE_VALUE_GENERAL,Had sex with an anonymous partner within past 12 months?,Had sex with an anonymous partner within past 12 months?,Had sex with an anonymous partner within past 12 months?,Y,Yes,,,,"INSERT INTO LOOKUP_NNDLookup (NND_ID, HL_LOC, NND_LABEL, FROM_UNIQUE_ID, FROM_QUESTION_NM, FROM_CODE_SET_NM, CONCEPT_CD, CONCEPT_PREFERRED_NM, FROM_CODE, FROM_DISPLAY_NM, NBS_CLASS_CD, TO_UNIQUE_ID, TO_QUESTION_NM, TO_CODE_SET_NM, TO_CODE, TO_DISPLAY_NM, NOTES) VALUES ('STD109', 'OBX-3.0', 'Had sex with an anonymous partner within past 12 months', 'STD109', 'Had Sex with Anonymous Partner Past 12 Months', 'HAD_SEX_WITH_YOUNRD', 'Y', 'Yes', 'O', 'O - Yes, Oral Only', 'CODE_VALUE_GENERAL', 'Had sex with an anonymous partner within past 12 months?', 'Had sex with an anonymous partner within past 12 months?', 'Had sex with an anonymous partner within past 12 months?', 'Y', 'Yes', '');"
STD109,OBX-3.0,Had sex with an anonymous partner within past 12 months,STD109,Had Sex with Anonymous Partner Past 12 Months,HAD_SEX_WITH_YOUNRD,Y,Yes,Y,"Y - Yes, Vaginal or Anal",CODE_VALUE_GENERAL,Had sex with an anonymous partner within past 12 months?,Had sex with an anonymous partner within past 12 months?,Had sex with an anonymous partner within past 12 months?,Y,Yes,,,,"INSERT INTO LOOKUP_NNDLookup (NND_ID, HL_LOC, NND_LABEL, FROM_UNIQUE_ID, FROM_QUESTION_NM, FROM_CODE_SET_NM, CONCEPT_CD, CONCEPT_PREFERRED_NM, FROM_CODE, FROM_DISPLAY_NM, NBS_CLASS_CD, TO_UNIQUE_ID, TO_QUESTION_NM, TO_CODE_SET_NM, TO_CODE, TO_DISPLAY_NM, NOTES) VALUES ('STD109', 'OBX-3.0', 'Had sex with an anonymous partner within past 12 months', 'STD109', 'Had Sex with Anonymous Partner Past 12 Months', 'HAD_SEX_WITH_YOUNRD', 'Y', 'Yes', 'Y', 'Y - Yes, Vaginal or Anal', 'CODE_VALUE_GENERAL', 'Had sex with an anonymous partner within past 12 months?', 'Had sex with an anonymous partner within past 12 months?', 'Had sex with an anonymous partner within past 12 months?', 'Y', 'Yes', '');"
STD109,OBX-3.0,Had sex with an anonymous partner within past 12 months,STD109,Had Sex with Anonymous Partner Past 12 Months,HAD_SEX_WITH_YOUNRD,N,No,N,N - No,CODE_VALUE_GENERAL,Had sex with an anonymous partner within past 12 months?,Had sex with an anonymous partner within past 12 months?,Had sex with an anonymous partner within past 12 months?,N,No,,,,"INSERT INTO LOOKUP_NNDLookup (NND_ID, HL_LOC, NND_LABEL, FROM_UNIQUE_ID, FROM_QUESTION_NM, FROM_CODE_SET_NM, CONCEPT_CD, CONCEPT_PREFERRED_NM, FROM_CODE, FROM_DISPLAY_NM, NBS_CLASS_CD, TO_UNIQUE_ID, TO_QUESTION_NM, TO_CODE_SET_NM, TO_CODE, TO_DISPLAY_NM, NOTES) VALUES ('STD109', 'OBX-3.0', 'Had sex with an anonymous partner within past 12 months', 'STD109', 'Had Sex with Anonymous Partner Past 12 Months', 'HAD_SEX_WITH_YOUNRD', 'N', 'No', 'N', 'N - No', 'CODE_VALUE_GENERAL', 'Had sex with an anonymous partner within past 12 months?', 'Had sex with an anonymous partner within past 12 months?', 'Had sex with an anonymous partner within past 12 months?', 'N', 'No', '');"
STD109,OBX-3.0,Had sex with an anonymous partner within past 12 months,STD109,Had Sex with Anonymous Partner Past 12 Months,HAD_SEX_WITH_YOUNRD,PHC1175,Refused to answer,R,R - Refused,CODE_VALUE_GENERAL,Had sex with an anonymous partner within past 12 months?,Had sex with an anonymous partner within past 12 months?,Had sex with an anonymous partner within past 12 months?,R,Refused to answer,,,,"INSERT INTO LOOKUP_NNDLookup (NND_ID, HL_LOC, NND_LABEL, FROM_UNIQUE_ID, FROM_QUESTION_NM, FROM_CODE_SET_NM, CONCEPT_CD, CONCEPT_PREFERRED_NM, FROM_CODE, FROM_DISPLAY_NM, NBS_CLASS_CD, TO_UNIQUE_ID, TO_QUESTION_NM, TO_CODE_SET_NM, TO_CODE, TO_DISPLAY_NM, NOTES) VALUES ('STD109', 'OBX-3.0', 'Had sex with an anonymous partner within past 12 months', 'STD109', 'Had Sex with Anonymous Partner Past 12 Months', 'HAD_SEX_WITH_YOUNRD', 'PHC1175', 'Refused to answer', 'R', 'R - Refused', 'CODE_VALUE_GENERAL', 'Had sex with an anonymous partner within past 12 months?', 'Had sex with an anonymous partner within past 12 months?', 'Had sex with an anonymous partner within past 12 months?', 'R', 'Refused to answer', '');"
STD109,OBX-3.0,Had sex with an anonymous partner within past 12 months,STD109,Had Sex with Anonymous Partner Past 12 Months,HAD_SEX_WITH_YOUNRD,NASK,Did not ask,D,D - Did not ask,CODE_VALUE_GENERAL,Had sex with an anonymous partner within past 12 months?,Had sex with an anonymous partner within past 12 months?,Had sex with an anonymous partner within past 12 months?,D,Did not ask,,,,"INSERT INTO LOOKUP_NNDLookup (NND_ID, HL_LOC, NND_LABEL, FROM_UNIQUE_ID, FROM_QUESTION_NM, FROM_CODE_SET_NM, CONCEPT_CD, CONCEPT_PREFERRED_NM, FROM_CODE, FROM_DISPLAY_NM, NBS_CLASS_CD, TO_UNIQUE_ID, TO_QUESTION_NM, TO_CODE_SET_NM, TO_CODE, TO_DISPLAY_NM, NOTES) VALUES ('STD109', 'OBX-3.0', 'Had sex with an anonymous partner within past 12 months', 'STD109', 'Had Sex with Anonymous Partner Past 12 Months', 'HAD_SEX_WITH_YOUNRD', 'NASK', 'Did not ask', 'D', 'D - Did not ask', 'CODE_VALUE_GENERAL', 'Had sex with an anonymous partner within past 12 months?', 'Had sex with an anonymous partner within past 12 months?', 'Had sex with an anonymous partner within past 12 months?', 'D', 'Did not ask', '');"
STD109,OBX-3.0,Had sex with an anonymous partner within past 12 months,STD109,Had Sex with Anonymous Partner Past 12 Months,HAD_SEX_WITH_YOUNRD,Y,Yes,U,"U - Yes, Unspecified",CODE_VALUE_GENERAL,Had sex with an anonymous partner within past 12 months?,Had sex with an anonymous partner within past 12 months?,Had sex with an anonymous partner within past 12 months?,Y,Yes,,,,"INSERT INTO LOOKUP_NNDLookup (NND_ID, HL_LOC, NND_LABEL, FROM_UNIQUE_ID, FROM_QUESTION_NM, FROM_CODE_SET_NM, CONCEPT_CD, CONCEPT_PREFERRED_NM, FROM_CODE, FROM_DISPLAY_NM, NBS_CLASS_CD, TO_UNIQUE_ID, TO_QUESTION_NM, TO_CODE_SET_NM, TO_CODE, TO_DISPLAY_NM, NOTES) VALUES ('STD109', 'OBX-3.0', 'Had sex with an anonymous partner within past 12 months', 'STD109', 'Had Sex with Anonymous Partner Past 12 Months', 'HAD_SEX_WITH_YOUNRD', 'Y', 'Yes', 'U', 'U - Yes, Unspecified', 'CODE_VALUE_GENERAL', 'Had sex with an anonymous partner within past 12 months?', 'Had sex with an anonymous partner within past 12 months?', 'Had sex with an anonymous partner within past 12 months?', 'Y', 'Yes', '');"
STD111,OBX-3.0,Had sex while intoxicated and/or high on drugs within past 12 months,STD111,Had Sex While Intoxicated/High Past 12 Months,HAD_SEX_WITH_YOUNRD,Y,Yes,O,"O - Yes, Oral Only",CODE_VALUE_GENERAL,Had sex while intoxicated and/or high on drugs within past 12 months?,Had sex while intoxicated and/or high on drugs within past 12 months?,Had sex while intoxicated and/or high on drugs within past 12 months?,Y,Yes,,,,"INSERT INTO LOOKUP_NNDLookup (NND_ID, HL_LOC, NND_LABEL, FROM_UNIQUE_ID, FROM_QUESTION_NM, FROM_CODE_SET_NM, CONCEPT_CD, CONCEPT_PREFERRED_NM, FROM_CODE, FROM_DISPLAY_NM, NBS_CLASS_CD, TO_UNIQUE_ID, TO_QUESTION_NM, TO_CODE_SET_NM, TO_CODE, TO_DISPLAY_NM, NOTES) VALUES ('STD111', 'OBX-3.0', 'Had sex while intoxicated and/or high on drugs within past 12 months', 'STD111', 'Had Sex While Intoxicated/High Past 12 Months', 'HAD_SEX_WITH_YOUNRD', 'Y', 'Yes', 'O', 'O - Yes, Oral Only', 'CODE_VALUE_GENERAL', 'Had sex while intoxicated and/or high on drugs within past 12 months?', 'Had sex while intoxicated and/or high on drugs within past 12 months?', 'Had sex while intoxicated and/or high on drugs within past 12 months?', 'Y', 'Yes', '');"
STD111,OBX-3.0,Had sex while intoxicated and/or high on drugs within past 12 months,STD111,Had Sex While Intoxicated/High Past 12 Months,HAD_SEX_WITH_YOUNRD,Y,Yes,Y,"Y - Yes, Vaginal or Anal",CODE_VALUE_GENERAL,Had sex while intoxicated and/or high on drugs within past 12 months?,Had sex while intoxicated and/or high on drugs within past 12 months?,Had sex while intoxicated and/or high on drugs within past 12 months?,Y,Yes,,,,"INSERT INTO LOOKUP_NNDLookup (NND_ID, HL_LOC, NND_LABEL, FROM_UNIQUE_ID, FROM_QUESTION_NM, FROM_CODE_SET_NM, CONCEPT_CD, CONCEPT_PREFERRED_NM, FROM_CODE, FROM_DISPLAY_NM, NBS_CLASS_CD, TO_UNIQUE_ID, TO_QUESTION_NM, TO_CODE_SET_NM, TO_CODE, TO_DISPLAY_NM, NOTES) VALUES ('STD111', 'OBX-3.0', 'Had sex while intoxicated and/or high on drugs within past 12 months', 'STD111', 'Had Sex While Intoxicated/High Past 12 Months', 'HAD_SEX_WITH_YOUNRD', 'Y', 'Yes', 'Y', 'Y - Yes, Vaginal or Anal', 'CODE_VALUE_GENERAL', 'Had sex while intoxicated and/or high on drugs within past 12 months?', 'Had sex while intoxicated and/or high on drugs within past 12 months?', 'Had sex while intoxicated and/or high on drugs within past 12 months?', 'Y', 'Yes', '');"
STD111,OBX-3.0,Had sex while intoxicated and/or high on drugs within past 12 months,STD111,Had Sex While Intoxicated/High Past 12 Months,HAD_SEX_WITH_YOUNRD,N,No,N,N - No,CODE_VALUE_GENERAL,Had sex while intoxicated and/or high on drugs within past 12 months?,Had sex while intoxicated and/or high on drugs within past 12 months?,Had sex while intoxicated and/or high on drugs within past 12 months?,N,No,,,,"INSERT INTO LOOKUP_NNDLookup (NND_ID, HL_LOC, NND_LABEL, FROM_UNIQUE_ID, FROM_QUESTION_NM, FROM_CODE_SET_NM, CONCEPT_CD, CONCEPT_PREFERRED_NM, FROM_CODE, FROM_DISPLAY_NM, NBS_CLASS_CD, TO_UNIQUE_ID, TO_QUESTION_NM, TO_CODE_SET_NM, TO_CODE, TO_DISPLAY_NM, NOTES) VALUES ('STD111', 'OBX-3.0', 'Had sex while intoxicated and/or high on drugs within past 12 months', 'STD111', 'Had Sex While Intoxicated/High Past 12 Months', 'HAD_SEX_WITH_YOUNRD', 'N', 'No', 'N', 'N - No', 'CODE_VALUE_GENERAL', 'Had sex while intoxicated and/or high on drugs within past 12 months?', 'Had sex while intoxicated and/or high on drugs within past 12 months?', 'Had sex while intoxicated and/or high on drugs within past 12 months?', 'N', 'No', '');"
STD111,OBX-3.0,Had sex while intoxicated and/or high on drugs within past 12 months,STD111,Had Sex While Intoxicated/High Past 12 Months,HAD_SEX_WITH_YOUNRD,PHC1175,Refused to answer,R,R - Refused,CODE_VALUE_GENERAL,Had sex while intoxicated and/or high on drugs within past 12 months?,Had sex while intoxicated and/or high on drugs within past 12 months?,Had sex while intoxicated and/or high on drugs within past 12 months?,R,Refused to answer,,,,"INSERT INTO LOOKUP_NNDLookup (NND_ID, HL_LOC, NND_LABEL, FROM_UNIQUE_ID, FROM_QUESTION_NM, FROM_CODE_SET_NM, CONCEPT_CD, CONCEPT_PREFERRED_NM, FROM_CODE, FROM_DISPLAY_NM, NBS_CLASS_CD, TO_UNIQUE_ID, TO_QUESTION_NM, TO_CODE_SET_NM, TO_CODE, TO_DISPLAY_NM, NOTES) VALUES ('STD111', 'OBX-3.0', 'Had sex while intoxicated and/or high on drugs within past 12 months', 'STD111', 'Had Sex While Intoxicated/High Past 12 Months', 'HAD_SEX_WITH_YOUNRD', 'PHC1175', 'Refused to answer', 'R', 'R - Refused', 'CODE_VALUE_GENERAL', 'Had sex while intoxicated and/or high on drugs within past 12 months?', 'Had sex while intoxicated and/or high on drugs within past 12 months?', 'Had sex while intoxicated and/or high on drugs within past 12 months?', 'R', 'Refused to answer', '');"
STD111,OBX-3.0,Had sex while intoxicated and/or high on drugs within past 12 months,STD111,Had Sex While Intoxicated/High Past 12 Months,HAD_SEX_WITH_YOUNRD,NASK,Did not ask,D,D - Did not ask,CODE_VALUE_GENERAL,Had sex while intoxicated and/or high on drugs within past 12 months?,Had sex while intoxicated and/or high on drugs within past 12 months?,Had sex while intoxicated and/or high on drugs within past 12 months?,D,Did not ask,,,,"INSERT INTO LOOKUP_NNDLookup (NND_ID, HL_LOC, NND_LABEL, FROM_UNIQUE_ID, FROM_QUESTION_NM, FROM_CODE_SET_NM, CONCEPT_CD, CONCEPT_PREFERRED_NM, FROM_CODE, FROM_DISPLAY_NM, NBS_CLASS_CD, TO_UNIQUE_ID, TO_QUESTION_NM, TO_CODE_SET_NM, TO_CODE, TO_DISPLAY_NM, NOTES) VALUES ('STD111', 'OBX-3.0', 'Had sex while intoxicated and/or high on drugs within past 12 months', 'STD111', 'Had Sex While Intoxicated/High Past 12 Months', 'HAD_SEX_WITH_YOUNRD', 'NASK', 'Did not ask', 'D', 'D - Did not ask', 'CODE_VALUE_GENERAL', 'Had sex while intoxicated and/or high on drugs within past 12 months?', 'Had sex while intoxicated and/or high on drugs within past 12 months?', 'Had sex while intoxicated and/or high on drugs within past 12 months?', 'D', 'Did not ask', '');"
INV150,OBX-3.0,Case Outbreak Indicator,INV150,Investigation Case Part of Outbreak,YNU,UNK,Unknown,UNK,Unknown,CODE_VALUE_GENERAL,OUTBREAK,OUTBREAK,OUTBREAK,9,Unknown,,,,"INSERT INTO LOOKUP_NNDLookup (NND_ID, HL_LOC, NND_LABEL, FROM_UNIQUE_ID, FROM_QUESTION_NM, FROM_CODE_SET_NM, CONCEPT_CD, CONCEPT_PREFERRED_NM, FROM_CODE, FROM_DISPLAY_NM, NBS_CLASS_CD, TO_UNIQUE_ID, TO_QUESTION_NM, TO_CODE_SET_NM, TO_CODE, TO_DISPLAY_NM, NOTES) VALUES ('INV150', 'OBX-3.0', 'Case Outbreak Indicator', 'INV150', 'Investigation Case Part of Outbreak', 'YNU', 'UNK', 'Unknown', 'UNK', 'Unknown', 'CODE_VALUE_GENERAL', 'OUTBREAK', 'OUTBREAK', 'OUTBREAK', '9', 'Unknown', '');"
INV150,OBX-3.0,Case Outbreak Indicator,INV150,Investigation Case Part of Outbreak,YNU,Y,Yes,Y,Yes,CODE_VALUE_GENERAL,OUTBREAK,OUTBREAK,OUTBREAK,1,Yes,,,,"INSERT INTO LOOKUP_NNDLookup (NND_ID, HL_LOC, NND_LABEL, FROM_UNIQUE_ID, FROM_QUESTION_NM, FROM_CODE_SET_NM, CONCEPT_CD, CONCEPT_PREFERRED_NM, FROM_CODE, FROM_DISPLAY_NM, NBS_CLASS_CD, TO_UNIQUE_ID, TO_QUESTION_NM, TO_CODE_SET_NM, TO_CODE, TO_DISPLAY_NM, NOTES) VALUES ('INV150', 'OBX-3.0', 'Case Outbreak Indicator', 'INV150', 'Investigation Case Part of Outbreak', 'YNU', 'Y', 'Yes', 'Y', 'Yes', 'CODE_VALUE_GENERAL', 'OUTBREAK', 'OUTBREAK', 'OUTBREAK', '1', 'Yes', '');"
INV150,OBX-3.0,Case Outbreak Indicator,INV150,Investigation Case Part of Outbreak,YNU,N,No,N,No,CODE_VALUE_GENERAL,OUTBREAK,OUTBREAK,OUTBREAK,2,No,,,,"INSERT INTO LOOKUP_NNDLookup (NND_ID, HL_LOC, NND_LABEL, FROM_UNIQUE_ID, FROM_QUESTION_NM, FROM_CODE_SET_NM, CONCEPT_CD, CONCEPT_PREFERRED_NM, FROM_CODE, FROM_DISPLAY_NM, NBS_CLASS_CD, TO_UNIQUE_ID, TO_QUESTION_NM, TO_CODE_SET_NM, TO_CODE, TO_DISPLAY_NM, NOTES) VALUES ('INV150', 'OBX-3.0', 'Case Outbreak Indicator', 'INV150', 'Investigation Case Part of Outbreak', 'YNU', 'N', 'No', 'N', 'No', 'CODE_VALUE_GENERAL', 'OUTBREAK', 'OUTBREAK', 'OUTBREAK', '2', 'No', '');"
INV2002,OBX-6-Units,Age units at case investigation,INV2002,Patient Age Reported Unit,AGE_UNIT,A,year [time],Y,Years,CODE_VALUE_GENERAL,AGETYPE,AGETYPE,AGETYPE,0,0-120 Years,,,,"INSERT INTO LOOKUP_NNDLookup (NND_ID, HL_LOC, NND_LABEL, FROM_UNIQUE_ID, FROM_QUESTION_NM, FROM_CODE_SET_NM, CONCEPT_CD, CONCEPT_PREFERRED_NM, FROM_CODE, FROM_DISPLAY_NM, NBS_CLASS_CD, TO_UNIQUE_ID, TO_QUESTION_NM, TO_CODE_SET_NM, TO_CODE, TO_DISPLAY_NM, NOTES) VALUES ('INV2002', 'OBX-6-Units', 'Age units at case investigation', 'INV2002', 'Patient Age Reported Unit', 'AGE_UNIT', 'A', 'year [time]', 'Y', 'Years', 'CODE_VALUE_GENERAL', 'AGETYPE', 'AGETYPE', 'AGETYPE', '0', '0-120 Years', '');"
INV2002,OBX-6-Units,Age units at case investigation,INV2002,Patient Age Reported Unit,AGE_UNIT,D,day [time],D,Days,CODE_VALUE_GENERAL,AGETYPE,AGETYPE,AGETYPE,3,0-28 Days,,,,"INSERT INTO LOOKUP_NNDLookup (NND_ID, HL_LOC, NND_LABEL, FROM_UNIQUE_ID, FROM_QUESTION_NM, FROM_CODE_SET_NM, CONCEPT_CD, CONCEPT_PREFERRED_NM, FROM_CODE, FROM_DISPLAY_NM, NBS_CLASS_CD, TO_UNIQUE_ID, TO_QUESTION_NM, TO_CODE_SET_NM, TO_CODE, TO_DISPLAY_NM, NOTES) VALUES ('INV2002', 'OBX-6-Units', 'Age units at case investigation', 'INV2002', 'Patient Age Reported Unit', 'AGE_UNIT', 'D', 'day [time]', 'D', 'Days', 'CODE_VALUE_GENERAL', 'AGETYPE', 'AGETYPE', 'AGETYPE', '3', '0-28 Days', '');"
INV2002,OBX-6-Units,Age units at case investigation,INV2002,Patient Age Reported Unit,AGE_UNIT,H,hour [time],H,Hours,CODE_VALUE_GENERAL,AGETYPE,AGETYPE,AGETYPE,9,Age Unknown (AGE field should be 999),,,,"INSERT INTO LOOKUP_NNDLookup (NND_ID, HL_LOC, NND_LABEL, FROM_UNIQUE_ID, FROM_QUESTION_NM, FROM_CODE_SET_NM, CONCEPT_CD, CONCEPT_PREFERRED_NM, FROM_CODE, FROM_DISPLAY_NM, NBS_CLASS_CD, TO_UNIQUE_ID, TO_QUESTION_NM, TO_CODE_SET_NM, TO_CODE, TO_DISPLAY_NM, NOTES) VALUES ('INV2002', 'OBX-6-Units', 'Age units at case investigation', 'INV2002', 'Patient Age Reported Unit', 'AGE_UNIT', 'H', 'hour [time]', 'H', 'Hours', 'CODE_VALUE_GENERAL', 'AGETYPE', 'AGETYPE', 'AGETYPE', '9', 'Age Unknown (AGE field should be 999)', '');"
INV2002,OBX-6-Units,Age units at case investigation,INV2002,Patient Age Reported Unit,AGE_UNIT,MO,month [time],M,Months,CODE_VALUE_GENERAL,AGETYPE,AGETYPE,AGETYPE,1,0-11 Months,,,,"INSERT INTO LOOKUP_NNDLookup (NND_ID, HL_LOC, NND_LABEL, FROM_UNIQUE_ID, FROM_QUESTION_NM, FROM_CODE_SET_NM, CONCEPT_CD, CONCEPT_PREFERRED_NM, FROM_CODE, FROM_DISPLAY_NM, NBS_CLASS_CD, TO_UNIQUE_ID, TO_QUESTION_NM, TO_CODE_SET_NM, TO_CODE, TO_DISPLAY_NM, NOTES) VALUES ('INV2002', 'OBX-6-Units', 'Age units at case investigation', 'INV2002', 'Patient Age Reported Unit', 'AGE_UNIT', 'MO', 'month [time]', 'M', 'Months', 'CODE_VALUE_GENERAL', 'AGETYPE', 'AGETYPE', 'AGETYPE', '1', '0-11 Months', '');"
INV2002,OBX-6-Units,Age units at case investigation,INV2002,Patient Age Reported Unit,AGE_UNIT,MIN,minute [time],N,Minutes,CODE_VALUE_GENERAL,AGETYPE,AGETYPE,AGETYPE,9,Age Unknown (AGE field should be 999),,,,"INSERT INTO LOOKUP_NNDLookup (NND_ID, HL_LOC, NND_LABEL, FROM_UNIQUE_ID, FROM_QUESTION_NM, FROM_CODE_SET_NM, CONCEPT_CD, CONCEPT_PREFERRED_NM, FROM_CODE, FROM_DISPLAY_NM, NBS_CLASS_CD, TO_UNIQUE_ID, TO_QUESTION_NM, TO_CODE_SET_NM, TO_CODE, TO_DISPLAY_NM, NOTES) VALUES ('INV2002', 'OBX-6-Units', 'Age units at case investigation', 'INV2002', 'Patient Age Reported Unit', 'AGE_UNIT', 'MIN', 'minute [time]', 'N', 'Minutes', 'CODE_VALUE_GENERAL', 'AGETYPE', 'AGETYPE', 'AGETYPE', '9', 'Age Unknown (AGE field should be 999)', '');"
INV2002,OBX-6-Units,Age units at case investigation,INV2002,Patient Age Reported Unit,AGE_UNIT,WK,week [time],W,Weeks,CODE_VALUE_GENERAL,AGETYPE,AGETYPE,AGETYPE,2,0-52 Weeks,,,,"INSERT INTO LOOKUP_NNDLookup (NND_ID, HL_LOC, NND_LABEL, FROM_UNIQUE_ID, FROM_QUESTION_NM, FROM_CODE_SET_NM, CONCEPT_CD, CONCEPT_PREFERRED_NM, FROM_CODE, FROM_DISPLAY_NM, NBS_CLASS_CD, TO_UNIQUE_ID, TO_QUESTION_NM, TO_CODE_SET_NM, TO_CODE, TO_DISPLAY_NM, NOTES) VALUES ('INV2002', 'OBX-6-Units', 'Age units at case investigation', 'INV2002', 'Patient Age Reported Unit', 'AGE_UNIT', 'WK', 'week [time]', 'W', 'Weeks', 'CODE_VALUE_GENERAL', 'AGETYPE', 'AGETYPE', 'AGETYPE', '2', '0-52 Weeks', '');"
INV2002,OBX-6-Units,Age units at case investigation,INV2002,Patient Age Reported Unit,AGE_UNIT,UNK,unknown,UNK,Unknown,CODE_VALUE_GENERAL,AGETYPE,AGETYPE,AGETYPE,9,Age Unknown (AGE field should be 999),,,,"INSERT INTO LOOKUP_NNDLookup (NND_ID, HL_LOC, NND_LABEL, FROM_UNIQUE_ID, FROM_QUESTION_NM, FROM_CODE_SET_NM, CONCEPT_CD, CONCEPT_PREFERRED_NM, FROM_CODE, FROM_DISPLAY_NM, NBS_CLASS_CD, TO_UNIQUE_ID, TO_QUESTION_NM, TO_CODE_SET_NM, TO_CODE, TO_DISPLAY_NM, NOTES) VALUES ('INV2002', 'OBX-6-Units', 'Age units at case investigation', 'INV2002', 'Patient Age Reported Unit', 'AGE_UNIT', 'UNK', 'unknown', 'UNK', 'Unknown', 'CODE_VALUE_GENERAL', 'AGETYPE', 'AGETYPE', 'AGETYPE', '9', 'Age Unknown (AGE field should be 999)', '');"
DEM113,PID-8.0,Subjects Sex,DEM113,Patient Current Sex,SEX,F,Female,F,Female,CODE_VALUE_GENERAL,SEX,SEX,SEX,2,Female,,,,"INSERT INTO LOOKUP_NNDLookup (NND_ID, HL_LOC, NND_LABEL, FROM_UNIQUE_ID, FROM_QUESTION_NM, FROM_CODE_SET_NM, CONCEPT_CD, CONCEPT_PREFERRED_NM, FROM_CODE, FROM_DISPLAY_NM, NBS_CLASS_CD, TO_UNIQUE_ID, TO_QUESTION_NM, TO_CODE_SET_NM, TO_CODE, TO_DISPLAY_NM, NOTES) VALUES ('DEM113', 'PID-8.0', 'Subjects Sex', 'DEM113', 'Patient Current Sex', 'SEX', 'F', 'Female', 'F', 'Female', 'CODE_VALUE_GENERAL', 'SEX', 'SEX', 'SEX', '2', 'Female', '');"
DEM113,PID-8.0,Subjects Sex,DEM113,Patient Current Sex,SEX,U,Unknown,U,Unknown,CODE_VALUE_GENERAL,SEX,SEX,SEX,9,Unknown,,,,"INSERT INTO LOOKUP_NNDLookup (NND_ID, HL_LOC, NND_LABEL, FROM_UNIQUE_ID, FROM_QUESTION_NM, FROM_CODE_SET_NM, CONCEPT_CD, CONCEPT_PREFERRED_NM, FROM_CODE, FROM_DISPLAY_NM, NBS_CLASS_CD, TO_UNIQUE_ID, TO_QUESTION_NM, TO_CODE_SET_NM, TO_CODE, TO_DISPLAY_NM, NOTES) VALUES ('DEM113', 'PID-8.0', 'Subjects Sex', 'DEM113', 'Patient Current Sex', 'SEX', 'U', 'Unknown', 'U', 'Unknown', 'CODE_VALUE_GENERAL', 'SEX', 'SEX', 'SEX', '9', 'Unknown', '');"
DEM113,PID-8.0,Subjects Sex,DEM113,Patient Current Sex,SEX,M,Male,M,Male,CODE_VALUE_GENERAL,SEX,SEX,SEX,1,Male,,,,"INSERT INTO LOOKUP_NNDLookup (NND_ID, HL_LOC, NND_LABEL, FROM_UNIQUE_ID, FROM_QUESTION_NM, FROM_CODE_SET_NM, CONCEPT_CD, CONCEPT_PREFERRED_NM, FROM_CODE, FROM_DISPLAY_NM, NBS_CLASS_CD, TO_UNIQUE_ID, TO_QUESTION_NM, TO_CODE_SET_NM, TO_CODE, TO_DISPLAY_NM, NOTES) VALUES ('DEM113', 'PID-8.0', 'Subjects Sex', 'DEM113', 'Patient Current Sex', 'SEX', 'M', 'Male', 'M', 'Male', 'CODE_VALUE_GENERAL', 'SEX', 'SEX', 'SEX', '1', 'Male', '');"
